#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2216614	1487	6935	107869	112796	-	RP11-472N13.4	CTBP1	ZEB1	BARS	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	1.0	-	BioPlex 2.0 HEK 293T cells CompPASS score = 1.0, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P37275	B2RBI8	NP_001310586|NP_001310604|NP_001310592|NP_001310589|NP_001310588|NP_001310587|NP_001310605|NP_001310585|NP_001310607|NP_001310583|NP_001310601|NP_001310581|NP_001310603|NP_001167565|NP_001167564|NP_001167567|NP_001167566|NP_001310600|NP_001310582|NP_001310576|NP_001310577|NP_001310574|NP_001310575|NP_001310572|NP_001310573|NP_001310570|NP_001310571|NP_001310580|NP_001310578|NP_001310579|NP_001310584|NP_001310594|NP_001310595|NP_001310590|NP_001310591|NP_001121600|NP_001310593|NP_110378|NP_001310602|NP_001310567|NP_001310606	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2216829	1487	7799	107869	113575	-	RP5-1177E19.1	CTBP1	PRDM2	BARS	HUMHOXY1|KMT8|MTB-ZF|RIZ|RIZ1|RIZ2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	1.0	-	BioPlex 2.0 HEK 293T cells CompPASS score = 1.0, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q13029	-	NP_056950|NP_001129082|NP_001007258|NP_036363	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2217145	1487	84458	107869	124093	-	-	CTBP1	LCOR	BARS	MLR2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999998	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999998, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q96JN0	-	NP_001333445|NP_115816|NP_001164236|NP_001164237	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2217754	1487	2122	107869	108423	-	hCG_1640438	CTBP1	MECOM	BARS	AML1-EVI-1|EVI1|MDS1|MDS1-EVI1|PRDM3	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999983	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999983, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q13465|Q03112	E7EQ57|C7FEN9	NP_001098548|NP_001192123|NP_004982|NP_001098547|NP_001157472|NP_001157471|NP_005232	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2217790	1487	254251	107869	129025	-	-	CTBP1	LCORL	BARS	MLR1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999981	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999981, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q8N3X6	-	NP_710153|NP_001159611	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2217852	1487	7764	107869	113547	-	RP4-724E16.3	CTBP1	ZNF217	BARS	ZABC1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999978	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999978, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O75362	H0UI66	NP_006517	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2218554	1487	8715	107869	114256	-	HRIHFB2255	CTBP1	NOL4	BARS	CT125|NOLP	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999899	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999899, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O94818	B3KRF4|B4DLW2	NP_001269456|NP_003778|NP_001185477|NP_001185476|NP_001185475|NP_001185478	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2219872	1487	26148	107869	117579	-	-	CTBP1	C10orf12	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999375	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999375, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q8N655	-	NP_056467	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2220185	1487	7227	107869	113078	-	-	CTBP1	TRPS1	BARS	GC79|LGCR	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999999147	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999147, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q9UHF7	-	NP_001317528|NP_054831|NP_001269832|NP_001269831	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2220257	1487	9839	107869	115175	-	HRIHFB2411	CTBP1	ZEB2	BARS	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.99999908	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.99999908, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O60315	-	NP_055610|NP_001165124	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2220459	1487	23119	107869	116741	-	-	CTBP1	HIC2	BARS	HRG22|ZBTB30|ZNF907	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999998884	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999998884, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q96JB3	-	NP_055909	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2222705	1487	324	107869	106821	-	-	CTBP1	APC	BARS	BTPS2|DP2|DP2.5|DP3|GS|PPP1R46	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999992235	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999992235, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P25054	Q4LE70|B7Z2B6	NP_000029|NP_001120982|NP_001120983|NP_001341835|NP_001341834|NP_001341828|NP_001341829|NP_001341831|NP_001341830|NP_001341833|NP_001341832|NP_001341826|NP_001341827|NP_001341824|NP_001341825	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2222985	1487	9658	107869	115016	-	-	CTBP1	ZNF516	BARS	HsT287	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999990263	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999990263, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q92618	Q2YDX2	NP_055458	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2223942	1487	140688	107869	126651	-	RP5-1184F4.6	CTBP1	NOL4L	BARS	C20orf112|C20orf113|dJ1184F4.2|dJ1184F4.4	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999981001	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999981001, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q96MY1	A0A087X0N3|Q6P0R2	NP_542183|NP_001243727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2224509	1487	5933	107869	111868	-	RP11-382A12.1	CTBP1	RBL1	BARS	CP107|PRB1|p107	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999972056	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999972056, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P28749	-	NP_899662|NP_002886	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2224989	1487	6239	107869	112153	-	RP11-69L16.1	CTBP1	RREB1	BARS	FINB|HNT|LZ321|RREB-1|Zep-1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.99996202	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.99996202, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q92766	A0A024QZU8	NP_001161816|NP_001003698|NP_001003699|NP_001003700	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2225151	1487	58525	107869	121845	-	-	CTBP1	WIZ	BARS	ZNF803	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999958199	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999958199, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O95785	M0QXA7	NP_001358518|NP_067064|NP_001317324|NP_001358532	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2227964	1487	8535	107869	114105	-	-	CTBP1	CBX4	BARS	NBP16|PC2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999816683	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999816683, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O00257	-	NP_003646	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2228052	1487	1488	107869	107870	-	RP11-59C5.2	CTBP1	CTBP2	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999808555	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999808555, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2228387	1487	80304	107869	123217	-	PP384	CTBP1	C2orf44	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999778492	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999778492, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q9H6R7	-	NP_079479|NP_001135791	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2228818	1487	63035	107869	121961	-	RP3-510O21.1	CTBP1	BCORL1	BARS	BCoR-L1|CXorf10	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999727666	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999727666, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q5H9F3	-	NP_001366380|NP_001366379|NP_068765|NP_001171701	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2228982	1487	283248	107869	129510	-	-	CTBP1	RCOR2	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999708486	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999708486, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q8IZ40	-	NP_775858|NP_001350577	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2229321	1487	56905	107869	121235	-	FP6578	CTBP1	C15orf39	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999663069	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999663069, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q6ZRI6	-	NP_056307	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2233125	1487	54880	107869	120228	-	-	CTBP1	BCOR	BARS	ANOP2|MAA2|MCOPS2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.998673483	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.998673483, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q6W2J9	-	NP_001116855|NP_060215|NP_001116857|NP_001116856	-	-	-	-	-	-	Homo sapiens	Homo sapiens
